2015_04_14,933,275
2015_04_15,933,275
2015_04_16,1002,280
2015_04_17,982,277
2015_04_18,1002,279
2015_04_19,1002,274
2015_04_20,1002,276
2015_04_21,592,43
2015_04_22,572,56
2015_04_23,578,62
2015_04_24,578,57
2015_04_25,578,57
2015_04_26,578,59
2015_04_27,578,62
2015_04_28,578,59
2015_04_29,586,56
2015_04_30,600,67
2015_05_01,600,66
2015_05_02,801,104
2015_05_05,940,139
2015_05_06,941,81
2015_05_07,485,48
2015_05_08,906,63
